start,fa,lon,lat,phase,n_core,dur_ms,pi_core_med,pi_bkg_med,pi_med_ratio,acd_core,acd_bkg,det_frac_max,rate_bkg,n_det_hit
2024-07-20T11:31:02.813174,2.2967332138503305e-10,120.4908447723399,20.297819177018685,0.813174,16,0.5790,76,34,2.250,0.0000,0.0079,0.500,3854,3
2024-07-22T13:45:17.863840,5.6107389773512276e-12,83.53375336141163,24.104685813393527,0.863841,33,1.6360,55,46,1.196,0.0000,0.0087,0.515,4462,3
2024-07-22T21:40:20.386240,6.79242110190782e-35,-75.47688208336994,8.501443577209125,0.386241,46,1.8590,89,33,2.712,0.0000,0.0109,0.391,3640,3
2024-07-23T22:45:06.286870,2.0561274332612821e-19,78.2682729076118,-7.193752615245127,0.286870,27,1.6630,57,30,1.900,0.0000,0.0094,0.519,3636,3
2024-07-24T06:39:32.343596,8.015301579616319e-14,-79.64797539183347,12.6835084815484,0.343597,22,0.9490,78,29,2.690,0.0000,0.0133,0.591,3484,3
2024-07-26T05:36:58.883049,5.0257389936481375e-26,-76.15267305244264,11.664977928722525,0.883049,32,1.5950,99,29,3.431,0.0000,0.0120,0.375,3404,3
2024-07-26T16:50:11.029000,5.746141305917273e-21,88.26376087078377,21.72176211661573,0.029001,69,2.3400,16,34,0.471,0.0145,0.0086,0.913,4220,3
2024-07-31T18:07:48.249042,1.367734660504782e-44,3.6195010374921734,28.191320534566724,0.249043,74,2.0310,16,30,0.533,0.0000,0.0099,0.919,3769,3
2024-08-01T08:34:59.897574,2.086120195373241e-28,113.05260795703367,28.44732162194705,0.897575,32,1.0640,104,42,2.488,0.0000,0.0083,0.375,3870,3
2024-08-01T12:35:37.257046,6.789967330046811e-56,-137.42492817739682,-27.219741777262836,0.257046,132,2.6430,16,31,0.516,0.0000,0.0057,0.886,6177,3
2024-08-02T02:41:35.628547,2.0436688825531945e-08,-91.59408299943152,16.03330973018452,0.628548,15,0.4130,64,31,2.065,0.0000,0.0091,0.400,4512,3
2024-08-02T15:47:38.608435,9.922821770074107e-08,97.99496731883275,0.5450124068091335,0.608436,23,1.4300,69,30,2.300,0.0000,0.0100,0.478,3892,3
2024-08-03T01:28:13.767102,8.22240973084664e-06,-57.19052519116502,4.480918410030775,0.767102,24,1.1770,85,30,2.850,0.0000,0.0105,0.417,3242,3
2024-08-04T01:39:01.884119,5.511633203192526e-52,-87.7193621789666,14.931888025388917,0.884119,58,1.7800,65,31,2.113,0.0000,0.0096,0.362,3864,3
2024-08-06T08:29:56.963050,2.63571837362411e-47,109.38834372125774,27.942674814386084,0.963051,101,2.2440,15,44,0.341,0.0099,0.0097,0.950,4036,3
2024-08-07T07:08:03.639943,9.557636285745e-06,116.0464141152059,28.687795794402934,0.639943,17,0.7320,76,44,1.727,0.0000,0.0113,0.471,3886,3
2024-08-08T23:08:12.599097,4.354721838622854e-19,119.16583175322175,-2.132788565173253,0.599097,31,1.4970,47,34,1.382,0.0000,0.0165,0.419,2575,3
2024-08-09T05:38:35.238781,1.0905110412757581e-24,25.680211923116072,1.2536770337362821,0.238782,39,1.7710,53,56,0.946,0.0000,0.0081,0.410,5108,3
2024-08-09T05:39:39.624300,4.231431960440388e-17,28.895830093232252,3.189959795288894,0.624300,40,1.9420,55,54,1.028,0.0000,0.0087,0.425,4965,3
2024-08-09T17:17:00.245968,5.1098079831954314e-20,-85.77125174552437,27.473848884151952,0.245969,35,1.5640,52,35,1.486,0.0000,0.0117,0.371,3510,3
2024-08-09T23:24:33.799589,5.154814822756194e-10,105.98361119161089,-3.0987218448203415,0.799590,23,1.7130,81,33,2.455,0.0435,0.0120,0.435,2926,3
2024-08-09T23:26:09.084228,9.325257540192673e-11,110.73916157665849,-0.230843275591572,0.084228,19,0.6670,35,34,1.029,0.0000,0.0123,0.421,2847,3
2024-08-11T14:32:06.177765,1.413883229049484e-09,-75.80879686042731,23.524472676888305,0.177766,22,1.6610,51,35,1.457,0.0000,0.0123,0.455,3295,3
2024-08-11T21:22:30.964035,2.858321671633507e-10,-91.68410509717407,19.64384336031634,0.964035,28,1.6540,46,31,1.484,0.0000,0.0108,0.393,4086,3
2024-08-12T11:22:25.042908,2.8939516032603825e-24,-77.82798455521373,4.565608696779959,0.042909,46,1.6540,67,31,2.177,0.0000,0.0083,0.391,5206,3
2024-08-14T13:39:31.620433,1.4855726749484373e-20,-106.10446182655882,15.33245499096944,0.620434,39,1.6340,48,33,1.455,0.0000,0.0086,0.436,4053,3
2024-08-16T14:25:08.492702,2.8132446746757927e-07,-86.06252595836177,28.36758538313727,0.492703,14,0.2290,73,32,2.297,0.0000,0.0103,0.357,3890,3
2024-08-17T09:34:51.160753,4.487030141686541e-25,-78.18342485826558,9.146981609791391,0.160754,28,0.2400,169,31,5.452,0.0000,0.0125,0.357,3832,3
2024-08-17T16:27:24.533271,6.677382435691199e-19,-89.32177215525428,27.505519338442586,0.533271,31,1.7540,86,33,2.606,0.0000,0.0088,0.516,4367,3
2024-08-21T07:27:16.425009,4.514114252644664e-16,-76.0960631666795,8.428523340459847,0.425010,25,0.8640,69,30,2.300,0.0000,0.0103,0.400,3801,3
