date,start,stop,count,mean,sf,false_positive_per_year,lat,lon,alt,n,n_acd,n_acd_multi,n_bg,n_acd_bg,neighbors_10min,is_train,n,n_acd,n_acd_multi,n_bg,n_acd_bg,det_share_max
20250919,2025-09-19T08:59:45.609795928Z,2025-09-19T08:59:45.614359974Z,192,6.333521399030576,1.3981350012075151e-207,4.42119524078687e-197,31.831637599955798,155.26601556328418,546270.7992710233,360,45,18,12464,1856,16,0,360,45,18,12464,1856,0.092
20250919,2025-09-19T23:09:27.205626010Z,2025-09-19T23:09:27.207490026Z,27,1.613508555734918,4.5449456152828845e-25,6.639943208319089e-14,21.311064486668112,282.1294107304454,542655.8534644365,44,5,4,14969,1234,10,0,44,5,4,14969,1234,0.136
20250920,2025-09-20T10:21:19.580267965Z,2025-09-20T10:21:19.582403957Z,100,5.613115345703324,1.9146903829813092e-87,8.48664947571704e-77,36.031070716215375,137.39082441449048,547150.3450575232,110,11,1,15533,826,10,0,110,11,1,15533,826,0.109
20250921,2025-09-21T20:56:45.987355947Z,2025-09-21T20:56:45.989027917Z,32,1.6551099482920681,3.8497821198573128e-31,4.8208657272186305e-20,5.777912099465132,284.4752302361966,532123.2220993281,42,9,4,12990,1564,7,0,42,9,4,12990,1564,0.143
20250921,2025-09-21T22:38:30.793157935Z,2025-09-21T22:38:30.795095920Z,70,4.376844763738028,5.237819257267573e-59,3.016267618076037e-48,22.603734407114388,278.73230009274846,540600.6446979166,85,19,7,15690,2389,13,0,85,19,7,15690,2389,0.094
20250922,2025-09-22T08:38:58.902288019Z,2025-09-22T08:38:58.903572022Z,16,0.5130148847848248,2.0458763539575547e-20,9.226460970577403e-09,19.87510926553726,256.8872773649836,525983.2544911861,30,0,0,14594,1308,9,0,30,0,0,14594,1308,0.133
20250922,2025-09-22T11:19:08.445195019Z,2025-09-22T11:19:08.447185158Z,66,4.845028165903687,1.9089695979888974e-51,8.755209787417021e-41,31.347150000000003,98.50991,544191.1,78,1,0,14113,928,11,0,78,1,0,14113,928,0.154
20250922,2025-09-22T22:22:39.433245956Z,2025-09-22T22:22:39.434961974Z,34,2.1705881906703195,7.083749579444077e-30,8.219333344462873e-19,22.39896621393323,275.9596824047971,538833.814343834,50,4,0,15893,1249,4,0,50,4,0,15893,1249,0.100
20250924,2025-09-24T04:52:57.103594005Z,2025-09-24T04:52:57.104524016Z,18,0.768018062495048,2.632630047425618e-20,8.838569952652226e-09,30.084307605385785,285.9026016845322,537695.1882459641,27,1,0,16230,1162,13,0,27,1,0,16230,1162,0.185
20250924,2025-09-24T08:07:27.314511954Z,2025-09-24T08:07:27.315671980Z,31,1.0860889744412876,1.8636224640745276e-35,4.0289605473487304e-24,19.791118059678077,251.97543401573898,530585.648913312,39,3,0,14599,1690,6,0,39,3,0,14599,1690,0.128
20250925,2025-09-25T06:12:34.672818005Z,2025-09-25T06:12:34.674593985Z,31,1.6694114504976807,9.98504059485544e-30,1.7704509307547434e-18,29.07313685634971,260.9016120428705,538811.0558484197,40,8,5,18613,2736,21,0,40,8,5,18613,2736,0.150
20250925,2025-09-25T12:01:30.404259979Z,2025-09-25T12:01:30.406147956Z,80,4.453346421469616,7.422700338767136e-71,3.11504346413595e-60,12.480944942362905,42.080684677891135,526960.6656346739,92,3,2,11726,732,14,0,92,3,2,11726,732,0.098
20250925,2025-09-25T13:34:50.585059940Z,2025-09-25T13:34:50.586883962Z,33,0.8263454213157285,2.3164502388441014e-42,6.30237154100656e-31,8.382851345307827,13.713119112998248,524387.4917597056,53,4,2,14077,1567,4,0,53,4,2,14077,1567,0.170
20250927,2025-09-27T05:44:24.673901975Z,2025-09-27T05:44:24.675441980Z,23,0.7573826673547892,9.891910592530584e-28,3.001294511869794e-16,21.256760784187318,266.8707715602875,537318.1056163788,37,2,2,14644,1371,11,0,37,2,2,14644,1371,0.135
20250927,2025-09-27T06:46:29.999647915Z,2025-09-27T06:46:30.001194Z,26,1.3015872174890382,3.229689080722175e-26,5.726572651050689e-15,16.216879168382885,113.6274979502535,524918.0924754858,42,7,1,14396,1640,7,0,42,7,1,14396,1640,0.119
20250927,2025-09-27T17:46:48.701341927Z,2025-09-27T17:46:48.703103959Z,30,0.7382760073124663,4.889451806283226e-39,1.3777082298521958e-27,5.318790389099121,293.1891943406773,517089.25019454956,45,6,2,13127,1778,7,0,45,6,2,13127,1778,0.111
20250928,2025-09-28T05:30:36.127685964Z,2025-09-28T05:30:36.131240010Z,67,5.020519952383716,1.2848125253757463e-51,5.694786813467378e-41,16.303988998291494,270.19374023818733,536364.7855099678,128,20,8,13808,1772,8,0,128,20,8,13808,1772,0.094
20250928,2025-09-28T11:47:20.995453953Z,2025-09-28T11:47:20.997019946Z,25,1.0687739457142575,4.9976423699502036e-27,8.858369983628768e-16,23.496590034432412,164.85858550106525,540652.6922598361,41,7,3,12006,901,13,0,41,7,3,12006,901,0.146
20250928,2025-09-28T17:28:46.034865975Z,2025-09-28T17:28:46.036729991Z,31,1.1710604521138697,1.911858662775093e-34,3.315529084090268e-23,-0.356030072593689,285.1832920364094,511857.2571903229,47,5,2,12925,1711,3,0,47,5,2,12925,1711,0.191
20250929,2025-09-29T05:15:10.912835955Z,2025-09-29T05:15:10.914469957Z,23,0.6209672039593861,9.597814924071757e-30,3.2911595610179504e-18,15.15277797462225,268.9834335904062,537479.9772078037,38,8,0,13250,1746,13,0,38,8,0,13250,1746,0.132
20250929,2025-09-29T07:53:53.092066586Z,2025-09-29T07:53:53.093798339Z,31,1.3575076926115046,1.8040293318264378e-32,3.0940749379267595e-21,19.665860000000002,88.46487,522447.7,46,3,0,14754,1061,5,0,46,3,0,14754,1061,0.109
20250929,2025-09-29T20:29:47.159443974Z,2025-09-29T20:29:47.160407960Z,17,0.45021284276583856,5.889220243809089e-23,2.8166574842723958e-11,17.608405066645147,252.73536481752873,519476.26966967585,29,5,0,13657,1806,8,0,29,5,0,13657,1806,0.138
20250930,2025-09-30T04:19:54.149415969Z,2025-09-30T04:19:54.150973975Z,20,0.794608657580591,7.340592572580611e-23,1.7288554210920818e-11,6.009169158937931,119.75002245881798,511428.90460760595,32,1,0,11807,1519,8,0,32,1,0,11807,1519,0.219
20250930,2025-09-30T04:20:17.235964Z,2025-09-30T04:20:17.237863957Z,28,0.6813670584036408,8.621246901117365e-37,2.3872948324742934e-25,7.005522504335643,120.73602641846063,511935.810472101,52,13,4,11773,1534,8,0,52,13,4,11773,1534,0.135
20250930,2025-09-30T04:59:01.953667938Z,2025-09-30T04:59:01.955455899Z,29,0.67193308818766,1.2996135899826213e-38,4.103033326557364e-27,15.732993118019106,265.8731997204352,539208.0497692586,43,2,1,13566,951,10,0,43,2,1,13566,951,0.140
20250930,2025-09-30T22:52:35.675646007Z,2025-09-30T22:52:35.678655982Z,72,19.488366618412993,1.4846264109867686e-20,5.148578510388293e-10,-43.12328405747176,96.72535367583275,515161.49087536335,167,26,15,42886,4171,4491,1,167,26,15,42886,4171,0.090
20250930,2025-09-30T22:52:42.456643998Z,2025-09-30T22:52:42.458732008Z,73,21.09470612020487,2.821944879679882e-19,8.995032919881567e-09,-43.13901542054177,97.2840473976326,515062.2086259842,119,7,1,42694,4236,4490,1,119,7,1,42694,4236,0.109
20250930,2025-09-30T22:52:45.827910006Z,2025-09-30T22:52:45.831718027Z,76,21.232810080819082,8.582473734746037e-21,2.7302645666407565e-10,-43.14572397135496,97.5619337886858,515012.6224321485,229,20,9,42271,4081,4490,1,229,20,9,42271,4081,0.092
20250930,2025-09-30T22:52:46.437092006Z,2025-09-30T22:52:46.441218018Z,73,20.761860541508796,1.2059546479756427e-19,3.836394198345956e-09,-43.14685078599692,97.61214600101948,515004.14880352025,228,30,14,42242,4152,4490,1,228,30,14,42242,4152,0.079
20250930,2025-09-30T22:52:46.641546010Z,2025-09-30T22:52:46.644814014Z,73,20.695244946188442,1.0149721481149026e-19,3.2418898140242304e-09,-43.14722493322611,97.62899693797588,515001.368255806,181,12,2,42264,4154,4490,1,181,12,2,42264,4154,0.088
20250930,2025-09-30T22:52:47.313557982Z,2025-09-30T22:52:47.315984010Z,73,20.852638414627243,1.5234749746572386e-19,4.905740187395056e-09,-43.148435864946244,97.68439325695932,514991.9463041127,142,12,6,42051,4068,4490,1,142,12,6,42051,4068,0.113
20250930,2025-09-30T22:52:47.347227990Z,2025-09-30T22:52:47.349308013Z,72,20.44818598382944,1.93454911102322e-19,6.333051734722575e-09,-43.1484954467237,97.68716869060398,514991.45820480585,118,14,3,42090,4056,4490,1,118,14,3,42090,4056,0.102
20250930,2025-09-30T22:52:48.766900002Z,2025-09-30T22:52:48.769652009Z,58,13.817929004727672,1.8034955558546725e-19,8.675797986178316e-09,-43.15096195989251,97.80421562148334,514970.49157989025,158,16,9,42039,4140,4490,1,158,16,9,42039,4140,0.095
20250930,2025-09-30T22:52:48.831517994Z,2025-09-30T22:52:48.834396004Z,64,16.472681927221647,1.3910846969895005e-19,5.628212937200433e-09,-43.15107256265879,97.80954913265707,514969.5213801861,164,18,10,41886,4131,4490,1,164,18,10,41886,4131,0.104
20250930,2025-09-30T22:52:49.585986018Z,2025-09-30T22:52:49.591512024Z,73,20.805415762261518,1.3493013725090942e-19,4.327250707608744e-09,-43.15231595913172,97.87176511068107,514957.6163520813,301,18,1,42103,4114,4490,1,301,18,1,42103,4114,0.090
20250930,2025-09-30T22:52:49.654990017Z,2025-09-30T22:52:49.658972024Z,74,21.177932686970134,9.777607643618234e-20,3.091883998534569e-09,-43.15242844701767,97.87745506540298,514956.5121765137,218,19,5,41991,4065,4490,1,218,19,5,41991,4065,0.092
20250930,2025-09-30T22:52:50.226427972Z,2025-09-30T22:52:50.228676021Z,74,20.720884215028512,2.9820985738273756e-20,9.62196434040596e-10,-43.15334852890492,97.92456930899382,514947.9139284134,130,7,2,42357,4110,4490,1,130,7,2,42357,4110,0.100
20250930,2025-09-30T22:52:52.714994013Z,2025-09-30T22:52:52.717423975Z,77,20.557525947286376,3.630244514456176e-22,1.1859246843419681e-11,-43.15710028686524,98.12977823257448,514912.0402267456,140,13,2,42384,3944,4490,1,140,13,2,42384,3944,0.136
20250930,2025-09-30T22:52:55.299968004Z,2025-09-30T22:52:55.302986025Z,75,21.02370374348473,1.8101575307911406e-20,5.769930765438941e-10,-43.160575578776005,98.34297519458592,514872.8132398963,175,16,5,42452,4112,4490,1,175,16,5,42452,4112,0.114
20250930,2025-09-30T22:52:55.427227973Z,2025-09-30T22:52:55.432712018Z,73,21.081397547082247,2.7286046826226946e-19,8.662565957004469e-09,-43.16073465619684,98.35347303174139,514870.95521562104,323,28,9,42442,4052,4490,1,323,28,9,42442,4052,0.102
20250930,2025-09-30T22:52:58.387834012Z,2025-09-30T22:52:58.390071988Z,75,20.811037383310364,1.0300832042821928e-20,3.351211651637765e-10,-43.164147734966285,98.59767243558885,514828.64222335815,141,18,7,42603,4104,4490,1,141,18,7,42603,4104,0.092
20250930,2025-09-30T22:52:58.545894026Z,2025-09-30T22:52:58.551584005Z,77,20.654138693625143,4.758987922440468e-22,1.55150236077249e-11,-43.1643136969173,98.61071072257877,514826.17650294304,320,32,16,42589,4116,4490,1,320,32,16,42589,4116,0.069
20250930,2025-09-30T22:52:58.936792016Z,2025-09-30T22:52:58.943275988Z,73,21.062503958591268,2.601240253438691e-19,8.308537625505393e-09,-43.164724150320296,98.64295672373414,514820.07833809854,358,36,13,42675,4073,4490,1,358,36,13,42675,4073,0.078
20250930,2025-09-30T22:52:59.129390001Z,2025-09-30T22:52:59.137070Z,75,20.984309047310674,1.6316142961320047e-20,5.190506649753854e-10,-43.164917288310534,98.65884559756995,514817.32056137326,427,39,17,42788,4095,4490,1,427,39,17,42788,4095,0.080
20250930,2025-09-30T22:53:00.253376007Z,2025-09-30T22:53:00.256021976Z,71,19.96609886519982,1.9994311587354062e-19,6.726797807913109e-09,-43.166003537378316,98.75157221055508,514801.2877113819,160,15,4,42416,4006,4490,1,160,15,4,42416,4006,0.100
20250930,2025-09-30T22:53:02.083706021Z,2025-09-30T22:53:02.086547970Z,77,21.322957589670068,2.961728906154105e-21,9.346625946985873e-11,-43.16760568066836,98.90256783582808,514773.4790132165,156,19,6,42458,3919,4490,1,156,19,6,42458,3919,0.077
20250930,2025-09-30T22:53:03.034071981Z,2025-09-30T22:53:03.037352025Z,74,21.446728740588785,1.9338100624526402e-19,6.1767203714569855e-09,-43.1683452331692,98.98098203943908,514759.6780536235,191,19,9,42625,4015,4490,1,191,19,9,42625,4015,0.094
20250930,2025-09-30T22:53:03.065971970Z,2025-09-30T22:53:03.072983980Z,74,21.468718639829245,2.0436961827363066e-19,6.514342138403047e-09,-43.16836852090061,98.98361419110836,514759.1963484943,400,38,14,42648,3993,4490,1,400,38,14,42648,3993,0.075
20250930,2025-09-30T22:53:03.557089984Z,2025-09-30T22:53:03.559873998Z,61,15.195308765302439,1.9411342277941342e-19,8.77652381198674e-09,-43.16872693044782,99.0241242893827,514751.7826715589,152,26,6,42427,3978,4490,1,152,26,6,42427,3978,0.099
20250930,2025-09-30T22:53:04.084227979Z,2025-09-30T22:53:04.087967991Z,74,20.859352667073026,4.289450980363707e-20,1.3868971747330218e-09,-43.169105065375575,99.06762991405846,514743.96480610373,206,14,9,42397,4028,4490,1,206,14,9,42397,4028,0.083
20250930,2025-09-30T22:53:04.173608005Z,2025-09-30T22:53:04.180866003Z,75,20.951242377529315,1.495110531373884e-20,4.756259597387909e-10,-43.169163167583946,99.07500531900168,514742.76700673107,413,50,11,42592,4068,4490,1,413,50,11,42592,4068,0.075
20250930,2025-09-30T22:53:06.565782010Z,2025-09-30T22:53:06.568948030Z,71,18.90398498589116,1.1076600918299908e-20,3.981324943990505e-10,-43.17058443491936,99.272380219028,514707.7897955179,188,14,4,42551,3993,4490,1,188,14,4,42551,3993,0.090
20250930,2025-09-30T22:53:07.144590020Z,2025-09-30T22:53:07.151260018Z,74,21.021293307590547,6.534731216396588e-20,2.0915274828050237e-09,-43.170876738184695,99.32015079917133,514699.2221967399,371,44,13,42656,4055,4490,1,371,44,13,42656,4055,0.100
20250930,2025-09-30T22:53:07.527436017Z,2025-09-30T22:53:07.531660020Z,72,20.478883820554138,2.0943665230442521e-19,6.813687928944425e-09,-43.171052843669656,99.35173876344145,514693.21163997054,253,20,6,42611,3981,4490,1,253,20,6,42611,3981,0.099
20250930,2025-09-30T22:53:16.046833992Z,2025-09-30T22:53:16.049762010Z,80,21.20259112827618,3.93937925311757e-23,1.2481742146352938e-12,-43.17256432016134,100.05473630903661,514568.1184193612,171,13,6,42507,3894,4490,1,171,13,6,42507,3894,0.094
20250930,2025-09-30T22:53:16.077103972Z,2025-09-30T22:53:16.081709980Z,78,21.057719331243117,3.842368809774207e-22,1.2174369014315198e-11,-43.17256068776369,100.05723449052155,514567.68253164296,272,26,11,42563,3890,4490,1,272,26,11,42563,3890,0.081
20250930,2025-09-30T22:53:16.138675987Z,2025-09-30T22:53:16.143284022Z,71,19.522536696592613,6.130161247108409e-20,2.1027571941887665e-09,-43.17255330368519,100.06231289051176,514566.79644222267,275,33,11,42547,3838,4490,1,275,33,11,42547,3838,0.073
20250930,2025-09-30T22:53:16.203069984Z,2025-09-30T22:53:16.207293987Z,79,21.071330744123642,1.0463462503862578e-22,3.308568038367016e-12,-43.172545571720605,100.06763054915727,514565.86860647204,254,15,5,42497,3856,4490,1,254,15,5,42497,3856,0.091
20250930,2025-09-30T22:53:17.041862010Z,2025-09-30T22:53:17.044287979Z,76,20.776538335660124,2.522870402865922e-21,8.157132113106996e-11,-43.17244152998925,100.13685472643853,514553.77745420934,139,13,8,42872,3792,4490,1,139,13,8,42872,3792,0.101
20250930,2025-09-30T22:53:17.068055987Z,2025-09-30T22:53:17.072488009Z,85,20.989247201772677,2.0479931408663116e-26,6.594740590942566e-16,-43.172436290800576,100.13901641568424,514553.392373842,257,22,12,42706,3755,4490,1,257,22,12,42706,3755,0.078
20250930,2025-09-30T22:53:17.099417984Z,2025-09-30T22:53:17.103861987Z,76,20.730447750087237,2.2248428078532536e-21,7.208494395870954e-11,-43.1724300189972,100.14160416175844,514552.9313962937,257,15,2,42784,3771,4490,1,257,15,2,42784,3771,0.078
20250930,2025-09-30T22:53:17.221912026Z,2025-09-30T22:53:17.228435993Z,72,19.916867476117805,4.769069350364752e-20,1.5875368956411735e-09,-43.172405522799494,100.15171129292966,514551.1309257627,389,35,14,42423,3714,4490,1,389,35,14,42423,3714,0.069
20250930,2025-09-30T22:53:17.253304004Z,2025-09-30T22:53:17.259132027Z,74,20.930700630316103,5.166436318630921e-20,1.6468168850211074e-09,-43.17239924019576,100.15430349523307,514550.6691543877,349,30,14,42398,3701,4490,1,349,30,14,42398,3701,0.077
20250930,2025-09-30T22:53:17.553107976Z,2025-09-30T22:53:17.557128012Z,74,21.11839119960909,8.39307377103404e-20,2.6808046326399174e-09,-43.17233927960396,100.1790432354069,514546.26205089095,242,24,4,41989,3717,4490,1,242,24,4,41989,3717,0.087
20250930,2025-09-30T22:53:17.557539999Z,2025-09-30T22:53:17.561398029Z,78,20.681811564553275,1.3400671703455483e-22,4.3685535573546474e-12,-43.172338395190245,100.17940814450742,514546.1970464826,235,26,6,42082,3723,4490,1,235,26,6,42082,3723,0.077
20250930,2025-09-30T22:53:17.639706015Z,2025-09-30T22:53:17.649496018Z,76,21.109511432170756,6.18691760276068e-21,1.9641753950576688e-10,-43.17232195940018,100.18618955148698,514544.98901591304,571,50,25,41942,3729,4490,1,571,50,25,41942,3729,0.074
20250930,2025-09-30T22:53:17.701838016Z,2025-09-30T22:53:17.705633997Z,78,20.83569745019761,2.0689401528109612e-22,6.594808041009828e-12,-43.17230953339339,100.19131652189017,514544.07570441364,223,25,9,41714,3713,4490,1,223,25,9,41714,3713,0.076
20250930,2025-09-30T22:53:17.816295981Z,2025-09-30T22:53:17.821241974Z,73,21.046887361190418,2.5003543835937397e-19,7.906643415319578e-09,-43.172286641001705,100.20076192269804,514542.39311362506,281,24,5,41624,3705,4490,1,281,24,5,41624,3705,0.078
20250930,2025-09-30T22:53:18.534556031Z,2025-09-30T22:53:18.537688016Z,71,18.83075760994769,9.000515735346504e-21,3.0939560447789415e-10,-43.17211089608789,100.26002944164516,514531.72827580577,186,12,5,41014,3771,4490,1,186,12,5,41014,3771,0.097
20250930,2025-09-30T22:53:18.562124013Z,2025-09-30T22:53:18.564522027Z,80,19.692450150649233,4.380307617226861e-25,1.4399280077749557e-14,-43.172103722957374,100.2623060829139,514531.31720024947,136,10,4,41082,3781,4490,1,136,10,4,41082,3781,0.088
20250930,2025-09-30T22:53:18.655845999Z,2025-09-30T22:53:18.662195980Z,74,19.595204511361125,1.3657311349807468e-21,4.470936345978675e-11,-43.172079354729654,100.27004018349649,514529.9207133532,373,43,15,41097,3797,4490,1,373,43,15,41097,3797,0.091
20250930,2025-09-30T22:53:18.705118Z,2025-09-30T22:53:18.711229979Z,75,20.24369238368244,2.2011697876759885e-21,7.044710271067369e-11,-43.17206654114246,100.27410701893808,514529.18639624125,355,23,13,41193,3831,4490,1,355,23,13,41193,3831,0.076
20250930,2025-09-30T22:53:18.728897988Z,2025-09-30T22:53:18.734466016Z,74,20.37674903506704,1.1907291164245121e-20,3.7651095853794437e-10,-43.17206035678029,100.27606984034779,514528.8319847167,320,42,19,41295,3818,4490,1,320,42,19,41295,3818,0.075
20250930,2025-09-30T22:53:18.757148027Z,2025-09-30T22:53:18.760617971Z,82,19.967092155523087,5.967813513244175e-26,1.9255597155170444e-15,-43.17205301437378,100.27840020721437,514528.4112083435,213,15,9,41029,3774,4490,1,213,15,9,41029,3774,0.085
20250930,2025-09-30T22:53:18.958382010Z,2025-09-30T22:53:18.960056006Z,60,13.736956637440723,7.049573433908396e-21,3.310614946090751e-10,-43.17200073331952,100.29499340951206,514525.4151017726,99,12,9,40744,3858,4490,1,99,12,9,40744,3858,0.091
20250930,2025-09-30T22:53:18.978796005Z,2025-09-30T22:53:18.983825981Z,74,20.207820442394098,7.528708891892782e-21,2.3759104261721025e-10,-43.171995383048056,100.29669150336267,514525.10849006183,297,37,13,40733,3858,4490,1,297,37,13,40733,3858,0.074
20250930,2025-09-30T22:53:19.001121997Z,2025-09-30T22:53:19.008683979Z,85,19.817202550548952,4.641701597051875e-28,1.485638220720474e-17,-43.17198948320389,100.29853326879741,514524.77529068594,470,46,17,40743,3865,4490,1,470,46,17,40743,3865,0.085
20250930,2025-09-30T22:53:19.060320019Z,2025-09-30T22:53:19.063304007Z,72,20.019974419372495,6.283103384196994e-20,2.0151325057850376e-09,-43.171970540161134,100.30341820594789,514523.8695764542,162,12,6,40881,3888,4490,1,162,12,6,40881,3888,0.080
20250930,2025-09-30T22:53:19.987075984Z,2025-09-30T22:53:19.991446018Z,75,20.040043242868336,1.2469198174135287e-21,3.9427857200978216e-11,-43.17167397600175,100.37989468855143,514509.69010258315,270,23,11,40682,3775,4490,1,270,23,11,40682,3775,0.085
20250930,2025-09-30T22:53:21.009674012Z,2025-09-30T22:53:21.011968016Z,71,18.128153236195022,1.1610465812348271e-21,4.117035497614361e-11,-43.171265345277796,100.46427491549969,514493.8664297104,134,12,2,40383,3779,4490,1,134,12,2,40383,3779,0.097
20250930,2025-09-30T22:53:21.757654011Z,2025-09-30T22:53:21.761925995Z,78,19.893108944525775,1.3489459434059007e-23,4.291279443925849e-13,-43.170921251008515,100.52599495497347,514483.99242024426,250,26,11,40213,3762,4490,1,250,26,11,40213,3762,0.076
20250930,2025-09-30T22:53:21.779541969Z,2025-09-30T22:53:21.783951997Z,73,18.067688599329394,5.803395543878101e-23,2.0258456265029615e-12,-43.17091120275498,100.52779730584145,514483.7040790558,249,21,5,40231,3773,4490,1,249,21,5,40231,3773,0.108
20250930,2025-09-30T22:53:21.802555978Z,2025-09-30T22:53:21.805854022Z,70,18.990880128196945,5.390629227365465e-20,1.7944429322483684e-09,-43.17090060619355,100.52969800645829,514483.4000038147,181,14,3,40091,3774,4490,1,181,14,3,40091,3774,0.110
20250930,2025-09-30T22:53:22.180285990Z,2025-09-30T22:53:22.184292018Z,75,19.621998424510778,3.7882826973362266e-22,1.2124901716282932e-11,-43.17071599493027,100.56086968924046,514477.9798479081,233,33,7,39872,3745,4490,1,233,33,7,39872,3745,0.099
20250930,2025-09-30T22:53:22.202907979Z,2025-09-30T22:53:22.207597970Z,73,19.82028898739777,9.801823435473e-21,3.111808117513152e-10,-43.17070422938824,100.56273701651693,514477.62688164716,273,25,13,39884,3779,4490,1,273,25,13,39884,3779,0.073
20250930,2025-09-30T22:53:22.248928010Z,2025-09-30T22:53:22.254379987Z,58,13.758747372880153,1.483502916126854e-19,6.745436691169725e-09,-43.170680376985075,100.56652266811908,514476.9113095522,300,24,13,39927,3753,4490,1,300,24,13,39927,3753,0.077
20250930,2025-09-30T22:53:22.294852018Z,2025-09-30T22:53:22.301403999Z,79,19.72450757532883,1.996091244187007e-24,6.311680946668894e-14,-43.17065641746521,100.57032532037735,514476.19252395636,376,24,10,40075,3782,4490,1,376,24,10,40075,3782,0.074
20250930,2025-09-30T22:53:22.316760003Z,2025-09-30T22:53:22.321446001Z,80,19.661316176507775,3.973292231980232e-25,1.2589193861554889e-14,-43.17064502583981,100.57213330277087,514475.8507751942,298,30,13,39930,3753,4490,1,298,30,13,39930,3753,0.087
20250930,2025-09-30T22:53:22.339097976Z,2025-09-30T22:53:22.343792021Z,74,19.585488713529482,1.328485249245084e-21,4.226189692412844e-11,-43.170633411116604,100.57397669335963,514475.50233349804,272,35,15,40035,3751,4490,1,272,35,15,40035,3751,0.092
20250930,2025-09-30T22:53:22.361667990Z,2025-09-30T22:53:22.366208016Z,78,19.759341372293978,9.029178054623592e-24,2.8494285790284003e-13,-43.17062167266369,100.57583972128035,514475.1501799107,268,28,9,40027,3774,4490,1,268,28,9,40027,3774,0.093
20250930,2025-09-30T22:53:22.384127974Z,2025-09-30T22:53:22.388523995Z,80,19.75328084431965,5.296688256733724e-25,1.6715292135824833e-14,-43.1706099934721,100.57769334374548,514474.799804163,256,18,8,40067,3778,4490,1,256,18,8,40067,3778,0.082
20250930,2025-09-30T22:53:22.406503975Z,2025-09-30T22:53:22.412109971Z,73,19.697288843624147,6.977646362588182e-21,2.2063459136748418e-10,-43.170598358447556,100.57953995639146,514474.4507534266,326,24,10,39984,3759,4490,1,326,24,10,39984,3759,0.086
20250930,2025-09-30T22:53:22.429109990Z,2025-09-30T22:53:22.434747993Z,71,19.81422857983687,1.3393131701287414e-19,4.234935372890363e-09,-43.17058660331965,100.58140563082637,514474.0980995894,333,28,10,39998,3742,4490,1,333,28,10,39998,3742,0.087
20250930,2025-09-30T22:53:22.451301991Z,2025-09-30T22:53:22.457283973Z,79,19.588136484279666,1.3104062204191344e-24,4.1941290818026863e-14,-43.17057506660939,100.58323663986087,514473.7519982815,365,36,19,40034,3742,4490,1,365,36,19,40034,3742,0.090
20250930,2025-09-30T22:53:22.473869979Z,2025-09-30T22:53:22.479719996Z,77,19.84418876393454,4.658000811698635e-23,1.469972189461368e-12,-43.17056332759857,100.58509975632668,514473.3998279572,319,22,7,39971,3740,4490,1,319,22,7,39971,3740,0.103
20250930,2025-09-30T22:53:22.496785998Z,2025-09-30T22:53:22.503148019Z,78,19.697533403285505,7.491373820816434e-24,2.383306043866073e-13,-43.17055141337633,100.58699068086804,514473.04240129,378,30,15,39975,3714,4490,1,378,30,15,39975,3714,0.082
20250930,2025-09-30T22:53:22.519684016Z,2025-09-30T22:53:22.524447977Z,86,19.761921591114067,8.72723228360586e-29,2.7651834468359127e-18,-43.17053950535298,100.58888062157513,514472.68516058923,289,23,14,39983,3742,4490,1,289,23,14,39983,3742,0.080
20250930,2025-09-30T22:53:22.542639970Z,2025-09-30T22:53:22.547958016Z,75,19.803139466920143,6.374304637552745e-22,2.0155680380979404e-11,-43.170527567729955,100.59077526009084,514472.32703189855,312,47,19,39959,3695,4490,1,312,47,19,39959,3695,0.099
20250930,2025-09-30T22:53:22.563911974Z,2025-09-30T22:53:22.569523990Z,80,19.621656811630782,3.508092039393036e-25,1.1182147322414897e-14,-43.17051650836468,100.59253050896764,514471.9952509403,352,47,23,39879,3707,4490,1,352,47,23,39879,3707,0.088
20250930,2025-09-30T22:53:22.586355984Z,2025-09-30T22:53:22.591578006Z,85,19.773994240866823,4.0145994231556244e-28,1.2720073798700652e-17,-43.170504835929876,100.59438305905343,514471.64507789613,316,32,11,40018,3745,4490,1,316,32,11,40018,3745,0.095
20250930,2025-09-30T22:53:22.609332025Z,2025-09-30T22:53:22.614477992Z,75,18.80217465437133,3.3091932175005645e-23,1.1039304096850017e-12,-43.17049290140629,100.596277205652,514471.2870421887,296,20,9,40053,3744,4490,1,296,20,9,40053,3744,0.101
20250930,2025-09-30T22:53:22.632660031Z,2025-09-30T22:53:22.637329995Z,83,19.8037852441057,8.327774985588058e-27,2.62807975433614e-16,-43.17048075680256,100.59820469439389,514470.9227040768,306,27,9,39965,3697,4490,1,306,27,9,39965,3697,0.085
20250930,2025-09-30T22:53:22.703924Z,2025-09-30T22:53:22.709079980Z,80,19.24041153936279,1.0418277209801459e-25,3.3894205662549693e-15,-43.170443707318306,100.60408487503886,514469.8112195492,300,26,9,40042,3732,4490,1,300,26,9,40042,3732,0.077
20250930,2025-09-30T22:53:22.727584004Z,2025-09-30T22:53:22.733475983Z,71,19.08777199284937,1.8560235269644847e-20,6.050918663096699e-10,-43.17043140464306,100.60603745155454,514469.4421392918,334,27,16,40092,3734,4490,1,334,27,16,40092,3734,0.099
20250930,2025-09-30T22:53:22.750587999Z,2025-09-30T22:53:22.755486011Z,77,19.124794665011063,5.303735527692147e-24,1.7254858853846427e-13,-43.170419442038536,100.60793605492235,514469.0832611561,296,25,5,39991,3718,4490,1,296,25,5,39991,3718,0.105
