date,start,stop,count,mean,sf,false_positive_per_year,lat,lon,alt,n,n_acd,n_acd_multi,n_bg,n_acd_bg,neighbors_10min,is_train,n,n_acd,n_acd_multi,n_bg,n_acd_bg,det_share_max
20240715,2024-07-15T04:43:58.949979901Z,2024-07-15T04:43:58.951763927Z,43,1.3377102809702721,3.693758356716712e-50,5.658725275835423e-39,19.02187484659791,136.80332893766166,515756.5409284592,54,6,2,12616,1840,9,0,54,6,2,12616,1840,0.130
20240715,2024-07-15T04:44:41.180715978Z,2024-07-15T04:44:41.182159960Z,18,0.6899669850477836,3.700114541720425e-21,1.0612246636162765e-09,20.712796608431344,138.83288089340093,516289.92964199785,31,2,1,12421,1617,9,0,31,2,1,12421,1617,0.161
20240716,2024-07-16T22:29:04.417367935Z,2024-07-16T22:29:04.419187963Z,38,5.803676390371646,1.0522414503569961e-19,3.6490983044327124e-09,8.968154029111863,7.932960565382243,529595.7089114785,49,5,0,12528,1937,2,0,49,5,0,12528,1937,0.143
20240717,2024-07-17T05:50:19.742987930Z,2024-07-17T05:50:19.744725942Z,25,1.1626108616278787,4.0723322068489093e-26,9.591151589855251e-15,26.147333310079578,116.86440364714088,516382.64026783704,42,3,0,17221,1628,4,0,42,3,0,17221,1628,0.119
20240719,2024-07-19T20:06:55.416447937Z,2024-07-19T20:06:55.417671978Z,26,1.7615402418046022,7.332332976006965e-23,8.09106701579989e-12,7.821914074146749,25.806995096306803,529183.4580682516,34,1,1,12273,803,16,0,34,1,1,12273,803,0.176
20240720,2024-07-20T13:27:39.989298522Z,2024-07-20T13:27:39.990890681Z,32,1.3560237175910284,7.159384283459426e-34,1.383403831623847e-22,16.843414669198395,110.50623053253473,528649.9787603617,38,4,0,16415,1660,8,0,38,4,0,16415,1660,0.158
20240722,2024-07-22T01:48:21.778395950Z,2024-07-22T01:48:21.779939949Z,25,1.565847959751091,6.363842585496747e-23,1.103250819720857e-11,23.629722873508932,266.4793015043617,526820.713309598,42,1,1,16984,1779,9,0,42,1,1,16984,1779,0.119
20240722,2024-07-22T01:56:31.738143920Z,2024-07-22T01:56:31.739685952Z,24,0.7238776325083488,9.973714995218014e-30,2.7603607713278016e-18,3.338584485011101,288.6334292019415,529024.1888665914,43,4,2,12660,1508,8,0,43,4,2,12660,1508,0.186
20240725,2024-07-25T01:03:11.503377974Z,2024-07-25T01:03:11.505251944Z,41,4.54275206322379,3.429123479343655e-26,1.821738782895364e-15,16.92813450940609,267.26835482100967,524903.1753573895,55,6,3,15139,1680,9,0,55,6,3,15139,1680,0.164
20240727,2024-07-27T22:40:37.653597950Z,2024-07-27T22:40:37.655165910Z,25,1.1024751942328714,1.084548895540554e-26,2.1668414040540024e-15,15.671800459064842,285.509471131106,522232.2562538803,40,3,0,13891,1520,17,0,40,3,0,13891,1520,0.175
20240729,2024-07-29T09:29:10.019021987Z,2024-07-29T09:29:10.021034002Z,54,8.654548580915773,5.738499803224897e-26,1.814525261605951e-15,15.351910854632855,114.29616703414918,520961.6405511856,76,9,9,17057,1769,6,0,76,9,9,17057,1769,0.092
20240729,2024-07-29T11:58:37.916381895Z,2024-07-29T11:58:37.918005943Z,25,1.3719686221886778,2.4665823705199263e-24,3.853433932034122e-13,2.5544061941337586,275.99003975530627,514978.5439634323,36,8,4,13783,1614,12,0,36,8,4,13783,1614,0.111
20240731,2024-07-31T11:29:48.440771937Z,2024-07-31T11:29:48.442157983Z,15,0.3617266779068583,2.9221496881725447e-21,1.844014625436078e-09,11.315903015493156,279.8651153950107,514611.96178362373,31,7,4,14019,1666,10,0,31,7,4,14019,1666,0.161
20240801,2024-08-01T11:18:53.896003961Z,2024-08-01T11:18:53.897031962Z,21,0.8894953979194006,2.8919586017480656e-23,8.008073431684164e-12,24.05675056743622,292.2147341627503,513959.6663024902,32,0,0,15260,1106,7,0,32,0,0,15260,1106,0.125
20240801,2024-08-01T21:18:22.620805919Z,2024-08-01T21:18:22.622437953Z,31,1.8245479499494384,1.475923599641689e-28,2.0249437400227543e-17,19.800565908885,268.64903420303347,516407.0118016482,40,8,0,15531,2305,12,0,40,8,0,15531,2305,0.125
20240802,2024-08-02T06:43:11.751842021Z,2024-08-02T06:43:11.753740012Z,36,2.635179118578563,2.07943501864928e-29,2.4303622701741436e-18,30.36013805788398,108.81901931167008,515336.7767793238,52,1,0,19573,970,4,0,52,1,0,19573,970,0.135
20240802,2024-08-02T09:18:39.516664028Z,2024-08-02T09:18:39.518221974Z,26,0.8051348979532368,1.2146836805670384e-31,3.4226325765883345e-20,1.1685404832530022,289.12516257677555,518720.3692632198,37,0,0,14169,1065,2,0,37,0,0,14169,1065,0.135
20240802,2024-08-02T12:35:14.174827992Z,2024-08-02T12:35:14.176819980Z,51,6.7665912236436085,2.4719800439968993e-28,8.824668266594984e-18,18.31012771313071,258.4950934624803,515264.9061231971,67,12,5,15130,2071,9,0,67,12,5,15130,2071,0.104
20240802,2024-08-02T19:27:33.955903887Z,2024-08-02T19:27:33.957883894Z,53,1.748455878474921,9.878976884138064e-60,1.2085053577830338e-48,19.1295127545929,291.19586716471673,515623.64171834,69,9,4,13716,1937,5,0,69,9,4,13716,1937,0.130
20240804,2024-08-04T07:56:43.621697187Z,2024-08-04T07:56:43.623309552Z,39,3.7799498887500387,3.8733483522319116e-27,2.228337650651272e-16,3.966114854284525,111.44328451508285,517398.26608066563,52,3,2,13708,1052,4,0,52,3,2,13708,1052,0.115
20240807,2024-08-07T01:39:46.322427988Z,2024-08-07T01:39:46.324093997Z,52,3.9280867559443893,1.5398462640595688e-40,9.380618559873652e-30,6.144024903504849,18.637027425638436,521464.79229304794,70,6,3,15115,1355,2,0,70,6,3,15115,1355,0.143
20240807,2024-08-07T09:42:29.127957999Z,2024-08-07T09:42:29.129335999Z,25,1.1142054484183819,1.41207778090809e-26,3.592612711948133e-15,26.06917162097931,280.60999506255155,518447.98791980743,38,3,2,17842,2178,11,0,38,3,2,17842,2178,0.105
20240808,2024-08-08T07:43:48.173649966Z,2024-08-08T07:43:48.175333976Z,34,1.4846332002443912,2.322408572241343e-35,3.593209040275406e-24,7.902467008588315,281.3690804836274,522169.6709828377,45,9,6,14264,2241,9,0,45,9,6,14264,2241,0.200
20240808,2024-08-08T09:18:49.820099949Z,2024-08-08T09:18:49.821963906Z,54,6.3470547238065285,2.1548720062312243e-32,7.391604284138589e-22,8.195074583878519,257.5015102286768,522268.609728241,62,2,0,13897,1090,12,0,62,2,0,13897,1090,0.113
20240811,2024-08-11T06:55:18.234907984Z,2024-08-11T06:55:18.236401975Z,26,0.8495847302293803,4.965866630562863e-31,1.3060961207654525e-19,9.428616683580877,275.81620591595174,524033.3962051392,39,7,3,13862,2004,10,0,39,7,3,13862,2004,0.103
20240812,2024-08-12T16:49:56.907191932Z,2024-08-12T16:49:56.908261895Z,46,1.8645719868768635,3.2506609190103513e-48,3.3966017476362603e-37,5.3512701988220215,282.00740836742403,510290.26258888247,50,6,1,12388,1178,7,0,50,6,1,12388,1178,0.100
20240812,2024-08-12T19:17:58.364037990Z,2024-08-12T19:17:58.365277945Z,19,0.6427003215760865,3.2240671757921177e-23,1.304032149355555e-11,9.155987882856131,79.95441899903298,524795.1786458016,30,1,1,16080,1188,5,0,30,1,1,16080,1188,0.133
20240813,2024-08-13T13:00:00.026013612Z,2024-08-13T13:00:00.028509914Z,69,17.43050862601265,2.31761285488006e-21,7.540447658057789e-11,42.68395933859349,239.15510744298936,520437.5198098183,134,9,1,17602,1360,61,1,134,9,1,17602,1360,0.119
20240813,2024-08-13T13:00:00.038861930Z,2024-08-13T13:00:00.041443586Z,67,17.761636646693375,9.66338730458175e-20,3.0557651388455528e-09,42.68406095095873,239.15614980578422,520437.43234601023,138,11,0,17754,1364,61,1,138,11,0,17754,1364,0.130
20240813,2024-08-13T13:00:00.118727028Z,2024-08-13T13:00:00.120521605Z,60,14.768211096244205,2.1244308306550937e-19,8.057719616625834e-09,42.68469122977257,239.16261534946443,520436.8898275375,83,11,0,19245,1473,61,1,83,11,0,19245,1473,0.133
20240813,2024-08-13T13:00:00.199983894Z,2024-08-13T13:00:00.202391862Z,69,17.42370330656438,2.270232699845917e-21,7.266181158570571e-11,42.685333767390254,239.1692066467476,520436.3367571831,133,9,0,20658,1587,61,1,133,9,0,20658,1587,0.120
20240813,2024-08-13T13:00:00.237413883Z,2024-08-13T13:00:00.239527046Z,73,17.47981059022002,8.943439023033043e-24,2.8418508646335934e-13,42.685629492551094,239.17224026282787,520436.0822089434,122,9,0,21252,1631,61,1,122,9,0,21252,1631,0.139
20240813,2024-08-13T13:00:00.262057006Z,2024-08-13T13:00:00.265035569Z,81,17.434973778871452,4.46326265708387e-29,1.4145875396471793e-18,42.685824183583264,239.1742374477959,520435.9146267891,171,10,1,21821,1678,61,1,171,10,1,21821,1678,0.105
20240813,2024-08-13T13:00:00.274121046Z,2024-08-13T13:00:00.276121854Z,70,17.654129925069157,1.1243071375462604e-21,3.548089172623456e-11,42.68591950597764,239.17521528663636,520435.8325771332,103,7,1,21943,1683,61,1,103,7,1,21943,1683,0.175
20240813,2024-08-13T13:00:00.286881029Z,2024-08-13T13:00:00.289159893Z,70,17.406976318223727,5.266747273329504e-22,1.6773774950290693e-11,42.686020274060965,239.176248988595,520435.7458400488,122,9,2,22165,1694,61,1,122,9,2,22165,1694,0.139
20240813,2024-08-13T13:00:00.298383593Z,2024-08-13T13:00:00.301463007Z,81,16.87301291465353,5.287869347565905e-30,1.7279690173331085e-19,42.686111044961216,239.17718013717175,520435.6677081347,182,16,0,22382,1715,61,1,182,16,0,22382,1715,0.088
20240813,2024-08-13T13:00:00.323943018Z,2024-08-13T13:00:00.327941894Z,70,17.387659643042134,4.960699372569736e-22,1.5668052814056942e-11,42.68631309673786,239.17925283033372,520435.4937901497,208,13,4,22632,1733,61,1,208,13,4,22632,1733,0.135
20240813,2024-08-13T13:00:00.349089026Z,2024-08-13T13:00:00.351191580Z,73,17.36609957770182,6.170087703643615e-24,1.9628340675396756e-13,42.68651172194481,239.18129037296296,520435.3228216171,106,5,2,23189,1776,61,1,106,5,2,23189,1776,0.113
20240813,2024-08-13T13:00:00.435304999Z,2024-08-13T13:00:00.437205553Z,62,14.396541917431152,3.394740576848453e-21,1.2960346762188148e-10,42.68719217455387,239.18827061086657,520434.7371155739,91,12,0,24567,1877,61,1,91,12,0,24567,1877,0.110
20240813,2024-08-13T13:00:00.470149576Z,2024-08-13T13:00:00.473381578Z,73,16.98982212967338,1.7656823832721075e-24,5.689132134642112e-14,42.68746805037856,239.191100607934,520434.49965283874,173,11,2,25167,1920,61,1,173,11,2,25167,1920,0.121
20240813,2024-08-13T13:00:00.521819591Z,2024-08-13T13:00:00.524885833Z,80,17.31763670114424,1.3679497184137303e-28,4.320582003738294e-18,42.68787632166148,239.19528874777794,520434.148229456,178,12,1,26177,2016,61,1,178,12,1,26177,2016,0.096
20240813,2024-08-13T13:00:00.533925592Z,2024-08-13T13:00:00.537355840Z,75,15.648289250380687,6.403212079940992e-28,2.2380328293927946e-17,42.687971578603985,239.19626591519832,520434.06623613834,199,16,2,26255,2022,61,1,199,16,2,26255,2022,0.095
20240813,2024-08-13T13:00:00.545799553Z,2024-08-13T13:00:00.549207568Z,71,16.918205329449922,2.6363717200295398e-23,8.519430573261231e-13,42.688065673893696,239.1972311661196,520433.9852427244,185,13,1,26426,2042,61,1,185,13,1,26426,2042,0.146
20240813,2024-08-13T13:00:00.641004979Z,2024-08-13T13:00:00.642833530Z,63,15.628957236617914,4.358423448403772e-20,1.5138499673351564e-09,42.68881752789021,239.20494385572434,520433.3380772591,91,11,2,28160,2155,61,1,91,11,2,28160,2155,0.132
20240813,2024-08-13T13:00:00.674561560Z,2024-08-13T13:00:00.677810966Z,77,17.265941713641947,1.1350410449588448e-26,3.603441707214451e-16,42.68908296296597,239.20766674921038,520433.10960149765,177,13,2,28747,2197,61,1,177,13,2,28747,2197,0.107
20240813,2024-08-13T13:00:00.687505841Z,2024-08-13T13:00:00.690648972Z,80,16.38999601672398,3.945579200808354e-30,1.3145690433104956e-19,42.68918503773213,239.20871385541918,520433.0217396736,179,9,2,28996,2226,61,1,179,9,2,28996,2226,0.101
20240813,2024-08-13T13:00:00.700523853Z,2024-08-13T13:00:00.703790962Z,83,17.31795868663635,1.2327191250544179e-30,3.89021579106668e-20,42.6892880881548,239.20977097013474,520432.933038044,195,19,3,29207,2234,61,1,195,19,3,29207,2234,0.092
20240813,2024-08-13T13:00:00.713149845Z,2024-08-13T13:00:00.716136991Z,97,17.287890250871733,7.933559379732856e-41,2.514464217293814e-30,42.68938781701327,239.21079401148796,520432.8471954823,202,12,0,29404,2258,61,1,202,12,0,29404,2258,0.084
20240813,2024-08-13T13:00:00.725675821Z,2024-08-13T13:00:00.728955566Z,87,17.167820548357913,1.0556989990578297e-33,3.374824494049841e-23,42.68948673831821,239.2118087687731,520432.7620480299,197,21,4,29634,2278,61,1,197,21,4,29634,2278,0.091
20240813,2024-08-13T13:00:00.738007009Z,2024-08-13T13:00:00.741023540Z,66,16.30470767112975,5.016760653625141e-21,1.6882458933488058e-10,42.68958395975829,239.2128060884571,520432.6783637524,169,13,2,29841,2302,61,1,169,13,2,29841,2302,0.101
20240813,2024-08-13T13:00:00.750651001Z,2024-08-13T13:00:00.755121827Z,74,16.928175801670424,3.2234044633611356e-25,1.0353234720275162e-14,42.689684023880965,239.21383256902695,520432.5922326088,247,19,1,29924,2320,61,1,247,19,1,29924,2320,0.101
20240813,2024-08-13T13:00:00.811797857Z,2024-08-13T13:00:00.814340949Z,66,17.20769455016074,7.660713347542797e-20,2.437033290682935e-09,42.6901671217084,239.2187882966137,520432.17640156747,134,18,2,31042,2395,61,1,134,18,2,31042,2395,0.127
20240813,2024-08-13T13:00:00.828659534Z,2024-08-13T13:00:00.832023561Z,61,14.974580967309922,9.726128702923212e-20,3.5347926427635452e-09,42.69029984018803,239.22014975301744,520432.06216287613,166,20,2,31358,2421,61,1,166,20,2,31358,2421,0.139
20240813,2024-08-13T13:00:00.861042976Z,2024-08-13T13:00:00.863399565Z,67,17.01650362287865,1.0886392132020157e-20,3.49659418421963e-10,42.69055612047911,239.2227787346363,520431.84156718256,141,7,0,32020,2485,61,1,141,7,0,32020,2485,0.142
20240813,2024-08-13T13:00:00.910658955Z,2024-08-13T13:00:00.912963509Z,66,17.25564528228639,8.806838550217941e-20,2.784906511243459e-09,42.690948147928715,239.2268002415371,520431.5041258335,126,4,0,32715,2531,61,1,126,4,0,32715,2531,0.151
20240814,2024-08-14T04:33:26.568873941Z,2024-08-14T04:33:26.570531964Z,27,0.7983418951290603,2.7704178221464552e-33,7.950103175217643e-22,15.731106765923501,299.61405040328026,524712.4864262581,39,0,0,14298,1774,7,0,39,0,0,14298,1774,0.103
20240816,2024-08-16T01:22:44.813371121Z,2024-08-16T01:22:44.814431667Z,23,1.0562240975676247,2.174917725480857e-24,5.720354201120764e-13,22.690243797130584,111.16063543754818,511037.5418059349,30,0,0,17505,1051,2,0,30,0,0,17505,1051,0.167
20240816,2024-08-16T15:42:07.833487927Z,2024-08-16T15:42:07.835307896Z,33,1.0542404068432394,7.331686511795519e-39,1.483283028109581e-27,9.468023377323151,268.64169176922564,509285.8834961653,44,9,3,13482,1398,6,0,44,9,3,13482,1398,0.136
20240816,2024-08-16T22:03:55.183057963Z,2024-08-16T22:03:55.184538006Z,29,1.098220446150997,2.1663121107988814e-32,3.929260258388415e-21,3.720121510167122,177.72737886186243,509502.33808840514,43,1,0,12421,837,12,0,43,1,0,12421,837,0.140
20240817,2024-08-17T14:43:59.467959940Z,2024-08-17T14:43:59.469501972Z,19,0.5308389612560179,7.828828884260717e-25,3.088646090373492e-13,5.856038037209511,113.42585851725103,526585.249200201,32,4,2,13373,1645,5,0,32,4,2,13373,1645,0.125
20240819,2024-08-19T04:44:05.454215943Z,2024-08-19T04:44:05.455655932Z,22,1.2216850847024139,1.2012622448092702e-21,2.2836865343176827e-10,12.990123298931122,261.01348361646654,526508.0088690758,45,44,26,14729,14317,9,0,45,44,26,14729,14317,0.133
20240819,2024-08-19T14:14:28.979165911Z,2024-08-19T14:14:28.980793893Z,29,1.2212591222198648,4.651800711298631e-31,8.536879401519965e-20,15.67391330936432,119.00228616718294,526363.512448883,43,3,0,13896,808,5,0,43,3,0,13896,808,0.093
20240820,2024-08-20T12:32:21.536331951Z,2024-08-20T12:32:21.538187921Z,32,1.1534266890571412,4.178601467974801e-36,8.561745342642794e-25,35.99142469280959,171.7953644477725,527322.5682044805,53,11,4,14913,1532,5,0,53,11,4,14913,1532,0.132
20240822,2024-08-22T10:43:48.270921945Z,2024-08-22T10:43:48.272553980Z,24,1.6936775246660876,6.66414472352001e-21,1.1687057209324434e-09,29.3200131752646,278.8500494649756,517239.8180112124,42,6,3,18598,2211,6,0,42,6,3,18598,2211,0.167
20240822,2024-08-22T16:36:56.682163953Z,2024-08-22T16:36:56.683349907Z,26,1.0841769899100777,2.864153850041918e-28,5.794506883002933e-17,22.719759117336274,72.24962751647949,526893.7570031167,39,6,2,13856,1104,6,0,39,6,2,13856,1104,0.154
20240824,2024-08-24T01:48:41.522081971Z,2024-08-24T01:48:41.523973941Z,22,0.9992115329086271,1.4591856384885005e-23,2.4494733607363237e-12,20.97988506368518,282.8912086390686,526716.4719678223,35,8,4,10718,1505,7,0,35,8,4,10718,1505,0.171
20240824,2024-08-24T23:56:14.884391903Z,2024-08-24T23:56:14.885577917Z,19,0.7959693292562954,2.008481409260248e-21,3.864054557229968e-10,19.188218162100316,302.6282682874978,526068.4259752632,30,4,1,9553,1207,2,0,30,4,1,9553,1207,0.133
20240825,2024-08-25T11:35:50.920301914Z,2024-08-25T11:35:50.921625912Z,35,4.47574476303963,9.38871172965593e-21,3.054467834393659e-10,11.504638634710313,270.25148620861887,513854.1287603617,37,2,0,9155,1094,0,0,37,2,0,9155,1094,0.135
20240827,2024-08-27T07:46:20.653957962Z,2024-08-27T07:46:20.654927968Z,18,0.6298938122191207,6.939077318242239e-22,1.7378832869260688e-10,26.084810465549232,296.67699965135995,520118.8588813305,24,3,1,9890,799,1,0,24,3,1,9890,799,0.250
20240828,2024-08-28T00:41:51.289983987Z,2024-08-28T00:41:51.291381955Z,24,0.757715309434801,3.025272876634262e-29,7.018960148498564e-18,22.247725923191908,275.49881367851674,525374.3524575711,35,6,1,11104,1444,2,0,35,6,1,11104,1444,0.143
20240830,2024-08-30T00:06:44.390774011Z,2024-08-30T00:06:44.392225980Z,28,1.765518099221142,2.966788268252249e-25,2.6905825756561084e-14,19.182596109502317,267.28543612040465,523156.90495397453,34,3,2,10036,847,3,0,34,3,2,10036,847,0.206
20240901,2024-09-01T13:45:10.103111982Z,2024-09-01T13:45:10.104744017Z,34,1.8746809345333897,5.58794375350985e-32,4.08185623275906e-21,15.640233645648957,41.49510175632477,519644.2366078854,42,3,2,8505,685,3,0,42,3,2,8505,685,0.143
20240903,2024-09-03T01:09:52.418469965Z,2024-09-03T01:09:52.420149981Z,32,1.0444362255593866,1.7553460851789432e-37,2.1638315554581475e-26,9.538972612023354,12.990206918697359,520233.8047216654,38,1,0,8004,573,2,0,38,1,0,8004,573,0.184
20240903,2024-09-03T13:09:56.751911938Z,2024-09-03T13:09:56.753215789Z,29,0.660760227735498,7.944065370508978e-39,1.6939085210833725e-27,12.772558606708051,34.01098065443635,516933.51985907555,39,0,0,8731,669,0,0,39,0,0,8731,669,0.103
20240904,2024-09-04T07:11:39.583979964Z,2024-09-04T07:11:39.584401965Z,25,1.5566580675427786,5.50920474739505e-23,7.83044600083196e-12,11.031130384709837,272.6975272517038,521514.4609087944,26,3,1,13838,1838,12,0,26,3,1,13838,1838,0.154
20240905,2024-09-05T09:29:27.559191942Z,2024-09-05T09:29:27.561543941Z,96,6.073841363985453,2.5278066027281252e-79,1.0333105682375476e-68,21.20821654136658,87.5158601486969,517633.04962692264,111,5,0,15606,957,2,0,111,5,0,15606,957,0.108
20240906,2024-09-06T00:18:44.667737960Z,2024-09-06T00:18:44.669481933Z,20,0.48977629835170877,3.790268728456626e-27,1.458395889132309e-15,9.05901583803177,6.9347413069248205,521975.89299249655,36,8,4,11862,1342,11,0,36,8,4,11862,1342,0.139
20240906,2024-09-06T10:00:35.362501978Z,2024-09-06T10:00:35.370243966Z,62,6.767819079314155,1.349752683812006e-38,4.302635712498953e-28,-23.105963531876807,255.674788745873,521765.9074923396,332,15,7,13431,917,6,0,332,15,7,13431,917,0.093
20240906,2024-09-06T18:36:27.896133899Z,2024-09-06T18:36:27.899509906Z,92,6.331803520936643,5.743778891157994e-73,1.9448939013345245e-62,8.861669305235148,286.87532414919735,512898.69347913266,165,23,14,13492,1859,7,0,165,23,14,13492,1859,0.097
20240908,2024-09-08T19:40:38.727681934Z,2024-09-08T19:40:38.729419946Z,21,0.7089119298635163,2.333272683863183e-25,8.006144673033008e-14,18.341980306892395,268.5950805381775,513410.0421442032,44,6,4,15269,2342,8,0,44,6,4,15269,2342,0.136
20240909,2024-09-09T04:12:05.362863957Z,2024-09-09T04:12:05.364631950Z,45,1.324940678327342,2.0771267025445984e-53,3.0063749958817235e-42,7.903120237760544,289.211357983861,523315.26516215806,56,7,2,11950,1544,9,0,56,7,2,11950,1544,0.107
20240910,2024-09-10T03:23:49.499811947Z,2024-09-10T03:23:49.500967979Z,57,2.2780635522778487,2.4853397657015492e-59,2.2156252526161487e-48,32.16054964368105,165.55580433270575,517306.94982150797,66,5,1,12837,943,8,0,66,5,1,12837,943,0.121
20240910,2024-09-10T07:57:23.845735907Z,2024-09-10T07:57:23.847401916Z,22,1.0745997277211687,7.233424754194699e-23,1.5221490967916732e-11,6.37052211423874,60.66996766690255,509361.8836894036,36,2,2,14210,1011,4,0,36,2,2,14210,1011,0.139
20240911,2024-09-11T03:36:31.070567965Z,2024-09-11T03:36:31.071973979Z,34,4.114090754633327,5.638153576011032e-21,2.6796345792911826e-10,10.285747460556031,282.54711131240845,523816.13693008426,38,2,0,12278,1658,7,0,38,2,0,12278,1658,0.132
20240913,2024-09-13T21:59:32.041248023Z,2024-09-13T21:59:32.042988002Z,33,4.253097876123969,1.3024491713031798e-19,5.838455538287793e-09,10.881336576468945,348.0368741755176,523370.97920000553,45,4,2,11912,1347,10,0,45,4,2,11912,1347,0.156
20240914,2024-09-14T20:10:06.804723918Z,2024-09-14T20:10:06.806381940Z,40,1.9378762467906814,2.7215826571697115e-39,2.618459608579538e-28,3.412154696480036,17.529085780203346,523484.9951524616,53,6,3,11591,862,5,0,53,6,3,11591,862,0.113
20240915,2024-09-15T16:00:52.925552010Z,2024-09-15T16:00:52.927389979Z,46,3.482314278551407,3.7621113047618184e-36,2.223289243078459e-25,10.420003956599237,269.3789882920194,507123.4516380787,59,8,2,13039,1067,12,0,59,8,2,13039,1067,0.102
20240916,2024-09-16T00:30:40.435909986Z,2024-09-16T00:30:40.437367975Z,30,0.9294986635314222,5.12629897878217e-36,1.1718964528298406e-24,19.596984680912495,286.01262927808403,522573.9128041983,46,9,6,13599,1967,12,0,46,9,6,13599,1967,0.174
20240916,2024-09-16T02:09:07.735273957Z,2024-09-16T02:09:07.737197935Z,64,6.570742765380948,2.6329197417130507e-41,8.409724057606898e-31,10.594734007754326,271.7542326946819,522919.8337270856,71,3,1,12999,1544,15,0,71,3,1,12999,1544,0.127
